operator,kwargs,input_shape,cpu_time,gpu_time
Upsample,"mode ='nearest',scale_factor =32","(1, 4, 96, 96)",0.572ms,0.387ms
Upsample,"mode ='nearest',scale_factor =32","(1, 1, 128, 128)",0.42ms,0.239ms
Upsample,"mode ='nearest',scale_factor =32","(1, 4, 128, 128)",0.82ms,0.637ms
Upsample,"mode ='nearest',scale_factor =32","(4, 1, 96, 96)",0.57ms,0.387ms
Upsample,"mode ='nearest',scale_factor =32","(4, 4, 96, 96)",1.735ms,1.550ms
Upsample,"mode ='nearest',scale_factor =32","(4, 1, 128, 128)",0.876ms,0.689ms
Upsample,"mode ='nearest',scale_factor =32","(4, 4, 128, 128)",2.939ms,2.748ms
Upsample,"mode ='nearest',scale_factor =64","(1, 1, 96, 96)",0.709ms,0.517ms
Upsample,"mode ='nearest',scale_factor =64","(1, 4, 96, 96)",1.722ms,1.538ms
Upsample,"mode ='nearest',scale_factor =64","(1, 1, 128, 128)",1.105ms,0.917ms
Upsample,"mode ='nearest',scale_factor =64","(1, 4, 128, 128)",2.911ms,2.726ms
Upsample,"mode ='nearest',scale_factor =64","(4, 1, 96, 96)",1.722ms,1.537ms
Upsample,"mode ='nearest',scale_factor =64","(4, 4, 96, 96)",6.331ms,6.143ms
Upsample,"mode ='nearest',scale_factor =64","(4, 1, 128, 128)",2.820ms,2.628ms
Upsample,"mode ='nearest',scale_factor =64","(4, 4, 128, 128)",11.367ms,11.174ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(1, 1, 96, 96)",0.225ms,0.019ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(1, 4, 96, 96)",0.219ms,0.033ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(1, 1, 128, 128)",0.218ms,0.034ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(1, 4, 128, 128)",0.247ms,0.061ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(4, 1, 96, 96)",0.221ms,0.038ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(4, 4, 96, 96)",0.295ms,0.108ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(4, 1, 128, 128)",0.259ms,0.069ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =8","(4, 4, 128, 128)",0.387ms,0.196ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(1, 1, 96, 96)",0.47ms,0.286ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(1, 4, 96, 96)",0.651ms,0.467ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(1, 1, 128, 128)",0.689ms,0.507ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(1, 4, 128, 128)",0.929ms,0.746ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(4, 1, 96, 96)",0.731ms,0.548ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(4, 4, 96, 96)",1.804ms,1.619ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(4, 1, 128, 128)",1.132ms,0.944ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =32","(4, 4, 128, 128)",2.944ms,2.752ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(1, 1, 96, 96)",1.310ms,1.125ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(1, 4, 96, 96)",1.798ms,1.616ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(1, 1, 128, 128)",2.182ms,1.999ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(1, 4, 128, 128)",3.084ms,2.899ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(4, 1, 96, 96)",2.278ms,2.095ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(4, 4, 96, 96)",6.358ms,6.200ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(4, 1, 128, 128)",3.914ms,3.730ms
Upsample,"align_corners =False,mode ='bilinear',scale_factor =64","(4, 4, 128, 128)",11.168ms,10.975ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(1, 1, 96, 96)",0.236ms,0.036ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(1, 4, 96, 96)",0.267ms,0.076ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(1, 1, 128, 128)",0.246ms,0.061ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(1, 4, 128, 128)",0.332ms,0.142ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(4, 1, 96, 96)",0.271ms,0.082ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(4, 4, 96, 96)",0.492ms,0.261ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(4, 1, 128, 128)",0.331ms,0.141ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =8","(4, 4, 128, 128)",0.669ms,0.466ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(1, 1, 96, 96)",0.699ms,0.507ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(1, 4, 96, 96)",1.367ms,1.169ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(1, 1, 128, 128)",1.116ms,0.893ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(1, 4, 128, 128)",2.262ms,2.066ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(4, 1, 96, 96)",1.358ms,1.165ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(4, 4, 96, 96)",4.090ms,3.891ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(4, 1, 128, 128)",2.267ms,2.070ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =32","(4, 4, 128, 128)",7.145ms,6.901ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(1, 1, 96, 96)",2.208ms,2.014ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(1, 4, 96, 96)",4.810ms,4.619ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(1, 1, 128, 128)",3.779ms,3.586ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(1, 4, 128, 128)",8.399ms,8.207ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(4, 1, 96, 96)",4.806ms,4.613ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(4, 4, 96, 96)",15.523ms,15.322ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(4, 1, 128, 128)",8.401ms,8.210ms
Upsample,"align_corners =False,mode ='bicubic',scale_factor =64","(4, 4, 128, 128)",27.485ms,27.280ms
